title,year,authors,venue,doi,url,openalex_cited_by_count,s2_citation_count,relevance,abstract_source,query_hits,abstract_summary,abstract
Modeling the Contribution of Thermal Advection to Farmland Evapotranspiration Using Fine-Scale Thermal Infrared Images,2022.0,"W. Zheng, He Chen, Baozhong Zhang, Zhigong Peng, Xiaotao Zhang, Chenfei Duan",Social Science Research Network,10.2139/ssrn.4123141,https://www.semanticscholar.org/paper/a695587800fe1be2f228825baafd8a7b4cd1fc95,,0.0,4,,patch scale advection evapotranspiration,,
Stochastic Advection for eddy parameterisation in Primitive Equation Models,2020.0,Stuart Patching,,10.5194/egusphere-egu2020-11312,https://www.semanticscholar.org/paper/2e4d4bae176e43f5abab042dace11de0ba096dfe,,0.0,4,semanticscholar,patch scale advection evapotranspiration,"- The Stochastic Advection by Lie Transport (SALT) method is a propsed alternative which is defined so as to preserve important physical properties of the flow solution.
- Stochasticity is introduced into the fluid dynamical variational principle so that the resulting Euler-Poincar&#233; equations give a stochastic version of the fluid equations which maintain a Kelvin circulation theorem and conservation of potential vorticity.
- It is known that small scale eddies are important for maintaining Western boundary currents such as the Gulf Stream and Kuroshio; it is therefore of great importance that these are well represented in any global ocean model.","<p>A major challenge of modern ocean modelling is how to represent in ocean models small-scale features with length scales smaller than the grid spacing. It is known that small scale eddies are important for maintaining Western boundary currents such as the Gulf Stream and Kuroshio; it is therefore of great importance that these are well represented in any global ocean model. The small scales are often parameterised by viscosity closures or GM parameterisations. The Stochastic Advection by Lie Transport (SALT) method is a propsed alternative which is defined so as to preserve important physical properties of the flow solution. Stochasticity is introduced into the fluid dynamical variational principle so that the resulting Euler-Poincar&#233; equations give a stochastic version of the fluid equations which maintain a Kelvin circulation theorem and conservation of potential vorticity. The stochastic terms are then tuned using empirical orthogonal functions obtained from fine-grid model runs in order to capture the small-scale effects. This method has been shown to be effective for quasigeostrophic models and the 2D Euler equations. Here we present an application to the Finite volumE Sea-ice Ocean Model (FESOM2.0), a primitive equation model; we show preliminary results from this implementation.</p>"
On the discrepancy between eddy covariance and lysimetry-based On the discrepancy between eddy covariance and lysimetry-based surface flux measurements under strongly advective conditions surface flux measurements under strongly advective conditions,,,,,https://www.semanticscholar.org/paper/b8df75034b1fb5fe41d9423a5c39d8ee27996dd5,,0.0,4,,local advection evapotranspiration,,
Can advected energy affect the water use efficiency in sprinkler irrigation,2014.0,"J. Uddin, Rod J. Smith, N. Hancock, Joseph Foley",,,https://www.semanticscholar.org/paper/4ede78ee44443e29d089ad1bff38cae480808a37,,0.0,4,,advection irrigation evapotranspiration,,
A NUMERICAL STUDY ON THERMAL INTERNAL BOUNDARY LAYER OVER A COASTAL CITY 1),2016.0,"Li Tinghao, Yu Xiping",,,https://www.semanticscholar.org/paper/fb8023f4f1c07c8430c896977d9ac9c352dc68bc,,0.0,4,,internal boundary layer evapotranspiration advection,,
3-dimensional observations and a simple model of the atmospheric internal boundary layer that formed during a summertime Oregon upwelling event,2009.0,E. Monbureau,,,https://www.semanticscholar.org/paper/09b464e7a5f4dbd647dd350f262126f2e7a39669,,0.0,4,,internal boundary layer evapotranspiration advection,,
On Extension of Asymptotic Comparison Principle for Time Periodic Reaction-Diffusion-Advection Systems with Boundary and Internal Layers,2015.0,"N. Nikolay, Y. Aleksei",,,https://www.semanticscholar.org/paper/d7915ee180b41265aae2449f8480749cd813776e,,0.0,4,,internal boundary layer evapotranspiration advection,,
Moist Orographic Convection: Physical Mechanisms and Links to Surface-Exchange Processes,2018.0,"Daniel J. Kirshbaum, Bianca Adler, Norbert Kalthoff, Christian Barthlott, Stefano Serafin",Atmosphere,10.3390/atmos9030080,https://openalex.org/W2788099502,207.0,,3,openalex,advective enhancement evapotranspiration,"- Processes that destabilize the upstream flow for mechanically forced moist convection include large-scale moistening and ascent, positive surface sensible and latent heat fluxes, and differential advection in baroclinic zones.
- In “unblocked” flows that ascend the barrier, the convection tends to initiate over the windward slopes, while in “blocked” flows that detour around the barrier, the convection tends to initiate upstream and/or downstream of the high terrain where impinging flows split and rejoin, respectively.
- Longstanding limitations in the quantitative understanding of related processes, including both convective preconditioning and initiation, must be overcome to improve the prediction of this convection, and its collective effects, in weather and climate models.","This paper reviews the current understanding of moist orographic convection and its regulation by surface-exchange processes. Such convection tends to develop when and where moist instability coincides with sufficient terrain-induced ascent to locally overcome convective inhibition. The terrain-induced ascent can be owing to mechanical (airflow over or around an obstacle) and/or thermal (differential heating over sloping terrain) forcing. For the former, the location of convective initiation depends on the dynamical flow regime. In “unblocked” flows that ascend the barrier, the convection tends to initiate over the windward slopes, while in “blocked” flows that detour around the barrier, the convection tends to initiate upstream and/or downstream of the high terrain where impinging flows split and rejoin, respectively. Processes that destabilize the upstream flow for mechanically forced moist convection include large-scale moistening and ascent, positive surface sensible and latent heat fluxes, and differential advection in baroclinic zones. For thermally forced flows, convective initiation is driven by thermally direct circulations with sharp updrafts over or downwind of the mountain crest (daytime) or foot (nighttime). Along with the larger-scale background flow, local evapotranspiration and transport of moisture, as well as thermodynamic heterogeneities over the complex terrain, regulate moist instability in such events. Longstanding limitations in the quantitative understanding of related processes, including both convective preconditioning and initiation, must be overcome to improve the prediction of this convection, and its collective effects, in weather and climate models."
"Climatology and summer energy and water balance of polygonal tundra in the Lena River Delta, Siberia",2008.0,"Julia Boike, Christian Wille, Anna Abnizova",Journal of Geophysical Research Atmospheres,10.1029/2007jg000540,https://openalex.org/W2139723657,165.0,,3,openalex,oasis effect evaporation evapotranspiration,"- The partitioning of the available energy was controlled by precipitation via the soil moisture regime, and by the synoptic weather conditions via radiation and the advection of maritime cold or continental warm air masses.
- This led to lower latent heat flux (31% of available energy), higher ground heat flux (29%), and a considerably higher soil thaw depth compared to 2003.
- Of the available energy, 61% were partitioned into latent heat flux and 17% into ground heat flux; hence, the tundra behaved like a typical wetland.","Meteorological and soil temperature and moisture data for the period 1998–2005 are presented from a long term monitoring station in the central Lena River Delta at 72°N, 126°E. The investigation site, Samoylov Island, is situated in the zone of continuous permafrost and is characterized by wet polygonal tundra. The summer energy and water balance of the tundra was analyzed for the dry year 1999 and the wet year 2003. The summer water balance of the tundra was found to be mainly controlled by precipitation. The partitioning of the available energy was controlled by precipitation via the soil moisture regime, and by the synoptic weather conditions via radiation and the advection of maritime cold or continental warm air masses. In 2003, regular high precipitation resulted in a constant recharge of polygonal ponds. Of the available energy, 61% were partitioned into latent heat flux and 17% into ground heat flux; hence, the tundra behaved like a typical wetland. In 1999, low precipitation resulted in a loss of polygonal pond waters and a drying of upper soil layers. This led to lower latent heat flux (31% of available energy), higher ground heat flux (29%), and a considerably higher soil thaw depth compared to 2003. Surface and subsurface water flow had a significant influence on the tundra water balance. In 2003, the formation of new surface flow channels through thermo‐erosion was observed, which is expected to have a strong and lasting influence on the hydrologic system of the tundra."
"Daily Landsat-scale evapotranspiration estimation over a forested landscape in North Carolina, USA using multi-satellite data fusion",2016.0,"Yun Yang, Martha C. Anderson, F. Gao, C. Hain, K. Semmens, W. Kustas, A. Noormets, R. Wynne, V. Thomas, G. Sun",,10.5194/hess-21-1017-2017,https://www.semanticscholar.org/paper/53ab1b316a66bf1a9736f2a1a7e4172c088beba0,,100.0,3,semanticscholar,patch scale advection evapotranspiration,"- The fusion system ingests ET estimates from the Two-Source Energy Balance Model (TSEB) applied to thermal infrared remote sensing retrievals of land surface temperature from multiple satellite platforms: hourly geostationary satellite data at 4 km resolution, daily 1 km imagery from the Moderate Resolution Imaging Spectroradiometer (MODIS) and biweekly Landsat thermal data sharpened to 30 m.
- These multiple ET data streams are combined using the Spatial and Temporal Adaptive Reflectance Fusion Model (STARFM) to estimate daily ET at 30 m resolution to investigate seasonal water use behavior at the level of individual forest stands and land cover patches.
- Satellite remote sensing provides an effective means for diagnosing ET patterns over heterogeneous landscapes; however, limitations on the spatial and temporal resolution of satellite data, combined with the effects of cloud contamination, constrain the amount of detail that a single satellite can provide.","Abstract. As a primary flux in the global water cycle, evapotranspiration (ET) connects hydrologic and biological processes and is directly affected by water and land management, land use change and climate variability. Satellite remote sensing provides an effective means for diagnosing ET patterns over heterogeneous landscapes; however, limitations on the spatial and temporal resolution of satellite data, combined with the effects of cloud contamination, constrain the amount of detail that a single satellite can provide. In this study, we describe an application of a multi-sensor ET data fusion system over a mixed forested/agricultural landscape in North Carolina, USA, during the growing season of 2013. The fusion system ingests ET estimates from the Two-Source Energy Balance Model (TSEB) applied to thermal infrared remote sensing retrievals of land surface temperature from multiple satellite platforms: hourly geostationary satellite data at 4 km resolution, daily 1 km imagery from the Moderate Resolution Imaging Spectroradiometer (MODIS) and biweekly Landsat thermal data sharpened to 30 m. These multiple ET data streams are combined using the Spatial and Temporal Adaptive Reflectance Fusion Model (STARFM) to estimate daily ET at 30 m resolution to investigate seasonal water use behavior at the level of individual forest stands and land cover patches. A new method, also exploiting the STARFM algorithm, is used to fill gaps in the Landsat ET retrievals due to cloud cover and/or the scan-line corrector (SLC) failure on Landsat 7. The retrieved daily ET time series agree well with observations at two AmeriFlux eddy covariance flux tower sites in a managed pine plantation within the modeling domain: US-NC2 located in a mid-rotation (20-year-old) loblolly pine stand and US-NC3 located in a recently clear-cut and replanted field site. Root mean square errors (RMSEs) for NC2 and NC3 were 0.99 and 1.02 mm day−1, respectively, with mean absolute errors of approximately 29 % at the daily time step, 12 % at the monthly time step and 0.7 % over the full study period at the two flux tower sites. Analyses of water use patterns over the plantation indicate increasing seasonal ET with stand age for young to mid-rotation stands up to 20 years, but little dependence on age for older stands. An accounting of consumptive water use by major land cover classes representative of the modeling domain is presented, as well as relative partitioning of ET between evaporation (E) and transpiration (T) components obtained with the TSEB. The study provides new insights about the effects of management and land use change on water yield over forested landscapes."
Attribution analysis of actual and potential evapotranspiration changes based on the complementary relationship theory in the Huai River basin of eastern China,2019.0,"Ronghao Chu, Meng Li, A. Islam, Dunyue Fei, S. Shen",International Journal of Climatology,10.1002/joc.6060,https://www.semanticscholar.org/paper/ba061f7a1f0ccba389f78818647518cef04524b1,,30.0,3,semanticscholar,advection irrigation evapotranspiration,"- Accurate terrestrial evapotranspiration (ET) estimation and understanding the causes of ET variation are essential for water resource management and irrigation planning.
- An Advection–Aridity (AA) model was calibrated and validated using eddy covariance measurements.
- The absolute value of the radiative component was larger than that of the aerodynamic one.","Accurate terrestrial evapotranspiration (ET) estimation and understanding the causes of ET variation are essential for water resource management and irrigation planning. In this research, the complementary relationship (CR) between actual evapotranspiration (ETa) and potential evapotranspiration (ETp) was evaluated. An Advection–Aridity (AA) model was calibrated and validated using eddy covariance measurements. The spatiotemporal variations of ETa, ETp and associated meteorological variables were examined through Mann–Kendall (MK) testing and Theil–Sen's estimator, using daily weather data from 137 meteorological stations in Huai River basin (HRB) during 1961–2014. Moreover, the influences of meteorological factors on ETa and ETp were quantified by the differential equation method. The results indicate that CR theory is applicable in the HRB and the calibrated AA model can simulate the ETa well. ETa exhibited a significant increasing trend before 1990 and then decreased significantly. However, ETp decreased significantly before 1990 and then declined slightly. During 1961–1990, except for significant increasing relative humidity (RH), other meteorological variables exhibited decreasing trends. The aerodynamic component dominated ETa and ETp trends in general. The wind speed at 2‐m height (u2) dominated ETa trends except for summer and growing season and ETp trends except for summer, when the dominant factor is net radiation (R n). During 1991–2014, mean temperature (T a) and RH showed distinct increasing and decreasing trends, respectively, whereas significant decline in u2 palpably slowed. The absolute value of the radiative component was larger than that of the aerodynamic one. The dominant factor of ETa trends shifted from u2 to RH in spring and to R n in autumn, winter and annual timescales. Moreover, the dominant factor of ETp trends changed from u2 to RH in spring, winter and annual timescales and to R n in growing season and autumn. R n always played a pivotal role in both ETa and ETp trends in summer."
Decadal SST Variability in the Southeast Indian Ocean and Its Impact on Regional Climate,2019.0,"Yuanlong Li, W. Han, Lei Zhang, Fan Wang",Journal of Climate,10.1175/jcli-d-19-0180.1,https://www.semanticscholar.org/paper/d95467826c9ef28d2f9987e3c3b3c861407a36e4,,26.0,3,semanticscholar,sensible heat advection latent heat flux,"- The reduced upward turbulent heat flux (QT; latent plus sensible heat flux), owing to decreased wind speed and anomalous warm, moist air advection, is essential for the growth of warm SST anomalies (SSTAs).
- AGCM experiments suggest that although the tropical Pacific SST has strong effects on the SEIO region through atmospheric teleconnection, the cyclonic winds and increased rainfall are mainly caused by the SEIO warming through local air–sea interactions.
- In this study, the generation mechanisms of decadal SST variability are explored using an ocean general circulation model (OGCM), and its impact on atmosphere is evaluated using an atmospheric general circulation model (AGCM).","The southeast Indian Ocean (SEIO) exhibits decadal variability in sea surface temperature (SST) with amplitudes of ~0.2–0.3 K and covaries with the central Pacific (r = −0.63 with Niño-4 index for 1975–2010). In this study, the generation mechanisms of decadal SST variability are explored using an ocean general circulation model (OGCM), and its impact on atmosphere is evaluated using an atmospheric general circulation model (AGCM). OGCM experiments reveal that Pacific forcing through the Indonesian Throughflow explains <20% of the total SST variability, and the contribution of local wind stress is also small. These wind-forced anomalies mainly occur near the Western Australian coast. The majority of SST variability is attributed to surface heat fluxes. The reduced upward turbulent heat flux (QT; latent plus sensible heat flux), owing to decreased wind speed and anomalous warm, moist air advection, is essential for the growth of warm SST anomalies (SSTAs). The warming causes reduction of low cloud cover that increases surface shortwave radiation (SWR) and further promotes the warming. However, the resultant high SST, along with the increased wind speed in the offshore area, enhances the upward QT and begins to cool the ocean. Warm SSTAs co-occur with cyclonic low-level wind anomalies in the SEIO and enhanced rainfall over Indonesia and northwest Australia. AGCM experiments suggest that although the tropical Pacific SST has strong effects on the SEIO region through atmospheric teleconnection, the cyclonic winds and increased rainfall are mainly caused by the SEIO warming through local air–sea interactions."
An enhanced Standardized Precipitation–Evapotranspiration Index (SPEI) drought-monitoring method integrating land surface characteristics,2024.0,"Liqing Peng, J. Sheffield, Zhongwang Wei, Michael Ek, Eric F. Wood",Earth System Dynamics,10.5194/esd-15-1277-2024,https://www.semanticscholar.org/paper/f0d6f278f77ef457d797b140ccb771d726e6187a,,19.0,3,semanticscholar,advective enhancement evapotranspiration,"- We show that activating realistic maximum surface conductance and aerodynamic conductance could improve the prediction of soil moisture dynamics and drought impacts by 29 %–41 % on average compared to more simple, widely used methods.
- This study proposes incorporating surface vegetation characteristics, such as vegetation dynamics data, aerodynamic parameters, and physiological parameters, into existing potential-evapotranspiration (PET) methods.
- Existing ways of estimating evaporative demand in drought indices do not faithfully represent the constraints imposed by land surface characteristics and become less accurate over nonuniform land surfaces.","Abstract. Atmospheric evaporative demand is a key metric for monitoring agricultural drought. Existing ways of estimating evaporative demand in drought indices do not faithfully represent the constraints imposed by land surface characteristics and become less accurate over nonuniform land surfaces. This study proposes incorporating surface vegetation characteristics, such as vegetation dynamics data, aerodynamic parameters, and physiological parameters, into existing potential-evapotranspiration (PET) methods. This approach is implemented across the continental United States (CONUS) for the period from 1981–2017 and is tested using a recently developed drought index, the Standardized Precipitation–Evapotranspiration Index (SPEI). We show that activating realistic maximum surface conductance and aerodynamic conductance could improve the prediction of soil moisture dynamics and drought impacts by 29 %–41 % on average compared to more simple, widely used methods. We also demonstrate that this is especially effective in forests and humid regions, with improvements of 86 %–89 %. Our approach only requires a minimal amount of ancillary data while allowing for both historical reconstruction and real-time drought forecasting. This offers a physically meaningful yet easy-to-implement way to account for vegetation control in drought indices."
Chemical mixing in the bottom boundary layer of a eutrophic reservoir: The effects of internal seiching on nitrogen dynamics,2015.0,"B. Deemer, S. Henderson, J. Harrison",,10.1002/lno.10125,https://www.semanticscholar.org/paper/fd7f76511f58ead4e88bef7e7892128e77a510f0,,19.0,3,semanticscholar,internal boundary layer evapotranspiration advection,"- However, chemical differences measured after bore arrival were not explained by advection, possibly owing to local production of N2 and N2O.
- In lakes and reservoirs, the bottom boundary layer (BBL) mediates chemical fluxes between sediments and the overlying water column.
- Through much of the wave cycle, chemical differences were explained by physical advection and mixing.","In lakes and reservoirs, the bottom boundary layer (BBL) mediates chemical fluxes between sediments and the overlying water column. At the internal shoreline, where the thermocline contacts the lakebed, the motions of internal waves can create fluctuating redox conditions and dynamic physical forcing that may support ecologically important reactions such as denitrification. We characterized physical and chemical dynamics within the internal shoreline of a eutrophic reservoir during the spring and early summer of 2012 (18 May to 18 July). An internal seiche was found to generate quasi‐periodic fluctuations (periods about 12–24 h) in BBL stratification, temperature, and redox conditions. To examine possible implications for chemical mixing and microbial processing, differences between vertically offset, simultaneous BBL measurements of velocity, temperature, N2, and N2O were made over 23 h. Vertical differences in BBL temperature, N2, and N2O formed and collapsed during the wave cycle, with the largest differences occurring following the arrival of an internal bore. Through much of the wave cycle, chemical differences were explained by physical advection and mixing. However, chemical differences measured after bore arrival were not explained by advection, possibly owing to local production of N2 and N2O. These results highlight the dynamic physical environment within the internal shoreline, and the potential of this zone to contribute to system wide denitrification and nitrous oxide production."
Evaluating the precise grapevine water stress detection using unmanned aerial vehicles and evapotranspiration-based metrics,2024.0,"V. Burchard-Levine, I. Borra-Serrano, J. M. Peña, W. Kustas, J. G. Guerra, J. Dorado, G. Mesías-Ruiz, M. Herrezuelo, B. Mary, L. M. McKee, A. de Castro, S. Sanchez-Élez",Irrigation science,10.1007/s00271-024-00931-9,https://www.semanticscholar.org/paper/a05dc162c1e6958358230e1d04ffa9707dca9498,,10.0,3,semanticscholar,advective enhancement evapotranspiration,"- Both the original Priestley-Taylor initialized two-source energy balance model (TSEB-PT) and the dual temperature TSEB (TSEB-2T), which takes advantage of high-resolution imagery to discriminate canopy and soil temperatures, were implemented to estimate ET.
- These results demonstrate the utility of physically-based models to estimate ET and partitioned canopy fluxes, which can enhance the detection of vine water stress and quantitatively assess vine water demand to better manage irrigation practices.
- As a case study, three irrigation treatments within a vineyard were implemented to impose weekly crop coefficient (Kc) of 0.2 (extreme deficit irrigation), 0.4 (typical deficit irrigation) and 0.8 (over-irrigated) of reference ET.","Precise irrigation management requires accurate knowledge of crop water demand to adequately optimize water use efficiency, especially relevant in arid and semi-arid regions. While unoccupied aerial vehicles (UAV) have shown great promise to improve the water management for crops such as vineyards, there still remains large uncertainties to accurately quantify vegetation water requirements, especially through physically-based methods. Notably, thermal remote sensing has been shown to be a promising tool to evaluate water stress at different scales, most commonly through the Crop Water Stress Index (CWSI). This work aimed to evaluate the potential of a UAV payload to estimate evapotranspiration (ET) and alternative ET-based crop water stress indices to better monitor and detect irrigation requirements in vineyards. As a case study, three irrigation treatments within a vineyard were implemented to impose weekly crop coefficient (Kc) of 0.2 (extreme deficit irrigation), 0.4 (typical deficit irrigation) and 0.8 (over-irrigated) of reference ET. Both the original Priestley-Taylor initialized two-source energy balance model (TSEB-PT) and the dual temperature TSEB (TSEB-2T), which takes advantage of high-resolution imagery to discriminate canopy and soil temperatures, were implemented to estimate ET. In a first step, both ET models were evaluated at the footprint level using an eddy covariance (EC) tower, with modelled fluxes comparing well against the EC measurements. Secondly, in-situ physiological measurements at vine level, such as stomatal conductance (gst), leaf (Ψleaf) and stem (Ψstem) water potential, were collected simultaneously to UAV overpasses as plant proxies of water stress. Different variants of the CWSI and alternative metrics that take advantage of the partitioned ET from TSEB, such as Crop Transpiration Stress Index (CTSI) and the Crop Stomatal Stress Index (CSSI), were also evaluated to test their statistical relationship against these in-situ physiological indicators using the Spearman correlation coefficient (ρ). Both TSEB-PT and TSEB-2T CWSI related similarly to in-situ measurements (Ψleaf: ρ ~ 0.4; Ψstem: ρ ~ 0.55). On the other hand, stress indicators using canopy fluxes (i.e. CTSI and CSSI) were much more effective when using TSEB-2 T (Ψleaf: ρ = 0.45; Ψstem: ρ = 0.62) compared to TSEB-PT (Ψleaf: ρ = 0.18; Ψstem: ρ = 0.49), revealing important differences in the ET partitioning between model variants. These results demonstrate the utility of physically-based models to estimate ET and partitioned canopy fluxes, which can enhance the detection of vine water stress and quantitatively assess vine water demand to better manage irrigation practices."
"Comparison of WRF local and nonlocal boundary layer Physics in Greater Kuala Lumpur, Malaysia",2018.0,"M. Ooi, A. Chan, S. Kumarenthiran, K. I. Morris, M. Y. Oozeer, M. A. Islam, S. A. Salleh",,10.1088/1755-1315/117/1/012015,https://www.semanticscholar.org/paper/efed28dccfa239e0c82e99bc909d1076f1e55a91,,9.0,3,semanticscholar,internal boundary layer evapotranspiration advection,"- The urban boundary layer (UBL) is the internal advection layer of atmosphere above urban region which determines the exchanges of momentum, water and other atmospheric constituents between the urban land surface and the free troposphere.
- This paper tested the performance of three planetary boundary layer (PBL) physics schemes of Weather Research and Forecast (WRF) software to ensure the appropriate representation of vertical structure of UBL in Greater Kuala Lumpur (GKL).
- Mellor-Yamada- Janjíc (MYJ) local PBL scheme coupled with Eta MM5 surface layer scheme was found to predict the near-surface temperature and wind profile and mixing height better than the nonlocal schemes during the intermonsoonal period with least influences of the synoptic background weather.","The urban boundary layer (UBL) is the internal advection layer of atmosphere above urban region which determines the exchanges of momentum, water and other atmospheric constituents between the urban land surface and the free troposphere. This paper tested the performance of three planetary boundary layer (PBL) physics schemes of Weather Research and Forecast (WRF) software to ensure the appropriate representation of vertical structure of UBL in Greater Kuala Lumpur (GKL). Comparison was conducted on the performance of respective PBL schemes to generate vertical and near-surface weather profile and rainfall. Mellor-Yamada- Janjíc (MYJ) local PBL scheme coupled with Eta MM5 surface layer scheme was found to predict the near-surface temperature and wind profile and mixing height better than the nonlocal schemes during the intermonsoonal period with least influences of the synoptic background weather."
Particle transport induced by internal wave beam streaming in lateral boundary layers,2018.0,"E. Horne, F. Beckebanze, D. Micard, P. Odier, L. Maas, S. Joubaud",Journal of Fluid Mechanics,10.1017/jfm.2019.251,https://www.semanticscholar.org/paper/42fe697d2076a6768b8e27d8d4462fe8dcc8bf1d,,9.0,3,semanticscholar,internal boundary layer evapotranspiration advection,"- 614–635), we attribute the observed particle advection to a peculiar and previously unrecognized streaming mechanism in the stratified boundary layer originating at the lateral walls.
- Quantifying the physical mechanisms responsible for the transport of sediments, nutrients and pollutants in the abyssal sea is a long-standing problem, with internal waves regularly invoked as the relevant mechanism for particle advection near the sea bottom.
- This vertical boundary layer streaming mechanism is most efficient for significantly inclined wave beams, when vertical and horizontal velocity components are of comparable magnitude.","Quantifying the physical mechanisms responsible for the transport of sediments, nutrients and pollutants in the abyssal sea is a long-standing problem, with internal waves regularly invoked as the relevant mechanism for particle advection near the sea bottom. This study focuses on internal-wave-induced particle transport in the vicinity of (almost) vertical walls. We report a series of laboratory experiments revealing that particles sinking slowly through a monochromatic internal wave beam experience significant horizontal advection. Extending the theoretical analysis by Beckebanze et al. (J. Fluid Mech., vol. 841, 2018, pp. 614–635), we attribute the observed particle advection to a peculiar and previously unrecognized streaming mechanism in the stratified boundary layer originating at the lateral walls. This vertical boundary layer streaming mechanism is most efficient for significantly inclined wave beams, when vertical and horizontal velocity components are of comparable magnitude. We find good agreement between our theoretical prediction and experimental results."
Imprint of Mesoscale Eddies on Air-Sea Interaction in the Tropical Atlantic Ocean,2023.0,"H. M. Aguedjou, A. Chaigneau, I. Dadou, Y. Morel, E. Baloïtcha, C. Da-Allada",Remote Sensing,10.3390/rs15123087,https://www.semanticscholar.org/paper/e526ec4d29525888000a3d83c9792cc3f717d8f2,,8.0,3,semanticscholar,sensible heat advection latent heat flux,"- This study investigates the effect of mesoscale eddies on air–sea heat and fresh water exchange in the tropical Atlantic Ocean (TAO) using 8 years of satellite altimetry data, combined with sea surface temperature (SST), latent and sensible heat fluxes (LHF and SHF), infrared fluxes (IRF) and precipitation (PR) data.
- Composite analysis of SST and heat flux anomalies over eddies suggested that the anomalies created through horizontal advection processes may not significantly impact the overall LHF, SHF and IRF over eddies, contrary to vertical processes.
- Eddies were found to play a role in the variability in LHF, SHF and IRF, contributing 10–35% of their total variability, with the largest contributions observed beneath the intertropical convergence zone (ITCZ) and frontal SST areas.","This study investigates the effect of mesoscale eddies on air–sea heat and fresh water exchange in the tropical Atlantic Ocean (TAO) using 8 years of satellite altimetry data, combined with sea surface temperature (SST), latent and sensible heat fluxes (LHF and SHF), infrared fluxes (IRF) and precipitation (PR) data. Results indicate that approximately ∼40% of cyclonic eddies contribute to warm SST anomalies, and ∼40% of anticyclonic eddies contribute to cold SST anomalies. Eddies were found to play a role in the variability in LHF, SHF and IRF, contributing 10–35% of their total variability, with the largest contributions observed beneath the intertropical convergence zone (ITCZ) and frontal SST areas. Composite analysis of SST and heat flux anomalies over eddies suggested that the anomalies created through horizontal advection processes may not significantly impact the overall LHF, SHF and IRF over eddies, contrary to vertical processes. Despite a lack of clear correlation between heat flux and PR anomalies over eddies in the TAO, significant correlations were found beneath the ITCZ, suggesting that eddies may impact both heat fluxes and PR in the ITCZ region. This study provides an original contribution to the understanding of the impact of ocean mesoscale eddies on the atmosphere in the TAO."
Estimating Evapotranspiration of Mediterranean Oak Savanna at Multiple Temporal and Spatial Resolutions. Implications for Water Resources Management,2021.0,"E. Carpintero, Martha C. Anderson, A. Andreu, C. Hain, F. Gao, W. Kustas, M. P. González-Dugo",Remote Sensing,10.3390/rs13183701,https://www.semanticscholar.org/paper/c41e0fe2903fae964ae304db9852954cbfb46d3d,,8.0,3,semanticscholar,patch scale advection evapotranspiration,"- The results showed that modeled energy balance components compared well to ground measurements collected by an eddy covariance system, with root mean square error (RMSE) values ranging between 0.60 and 2.18 MJ m−2 d−1, depending on the sensor dataset (MODIS or Landsat) and the flux.
- However, the major advantage of the high spatio-temporal resolution was found in the analysis of ET dynamics over different vegetation patches that shape the landscape structure and create different microclimates.
- We used a remote sensing-based energy balance model (ALEXI/DisALEXI approach), and the STARFM data fusion technique to provide daily ET estimates at 30 m resolution.","Mediterranean oak savanna is composed of a mixture of scattered oak trees, crops, pasture, and shrubs. It is the most widespread agroforestry landscape in Europe, and its conservation faces multiple threats including water scarcity, which has been exacerbated by global warming and greater climate variability. Evapotranspiration (ET) can be used as a proxy of the vegetation water status and response to water shortage conditions, providing relevant information about the ecosystem stability and its hydrological dynamics. This study evaluates a framework to estimate ET at multiple spatial and temporal scales and applies it to the monitoring of the oak savanna vegetation water consumption for the years 2013–2015. We used a remote sensing-based energy balance model (ALEXI/DisALEXI approach), and the STARFM data fusion technique to provide daily ET estimates at 30 m resolution. The results showed that modeled energy balance components compared well to ground measurements collected by an eddy covariance system, with root mean square error (RMSE) values ranging between 0.60 and 2.18 MJ m−2 d−1, depending on the sensor dataset (MODIS or Landsat) and the flux. The daily 30 m ET series generated by STARFM presented an RMSE value of 0.67 mm d−1, which yielded a slight improvement compared to using MODIS resolution or more simple interpolation approaches with Landsat. However, the major advantage of the high spatio-temporal resolution was found in the analysis of ET dynamics over different vegetation patches that shape the landscape structure and create different microclimates. Fine-scale ET maps (30 m, daily) provide key information difficult to detect at a coarser spatial resolution over heterogeneous landscapes and may assist management decisions at the field and farm scale."
Early season irrigation detection and evapotranspiration modeling of winter vegetables based on Planet satellite using water and energy balance algorithm in lower Colorado basin,2023.0,"R. Dhungel, R. Anderson, A. French, T. Skaggs, M. Saber, C. Sanchez, E. Scudiero",Irrigation science,10.1007/s00271-023-00874-7,https://www.semanticscholar.org/paper/bd66bcee1f7868fa20440eaa42fcb846f2b78bee,,7.0,3,,advection irrigation evapotranspiration,,
Remote sensing-based energy balance for lettuce in an arid environment: influence of management scenarios on irrigation and evapotranspiration modeling,2023.0,"R. Dhungel, R. Anderson, A. French, T. Skaggs, M. Saber, C. Sanchez, E. Scudiero",Irrigation science,10.1007/s00271-023-00848-9,https://www.semanticscholar.org/paper/86645804819f22bdee11be87b7e826916347f554,,5.0,3,,advection irrigation evapotranspiration,,
